client_id,bank_id,f1_global,f1_personalized,improvement,f1_optimal_global,f1_optimal_personalized,improvement_optimal,auc_global,auc_personalized,num_examples
0,m741,0.6019417475728155,0.6019417475728155,0.0,0.6516853932579376,0.6511627906971917,-0.0005226025607458773,0.9941923578566635,0.9938193794514224,17084
1,m1818,0.6349206349206349,0.6451612903225806,0.010240655401945742,0.6504065040645551,0.6764705882347958,0.026064084170240642,0.9945314496942527,0.9948190094181955,17025
2,m2310,0.5604395604395604,0.6021505376344086,0.041710977194848176,0.5847953216369478,0.609625668448703,0.024830346811755222,0.9925008337344146,0.991731880366946,20860
3,m544,0.6190476190476191,0.6129032258064516,-0.006144393241167445,0.6567164179099481,0.6474820143879891,-0.009234403521958923,0.9931570670045407,0.9932006159297038,17707
