round,client_id,f1_05,precision_05,recall_05,f1_optimal,precision_optimal,recall_optimal,roc_auc,auc_pr,best_threshold,num_examples,imbalance_strategy,imbalance_sampling
1,m1818,0.4939759036144578,0.43617021276595747,0.5694444444444444,0.6065573770486965,0.74,0.5138888888888888,0.9899673607424448,0.5741098095057159,0.7566623687744141,17025,adasyn,0
1,m741,0.5370370370370371,0.5087719298245614,0.5686274509803921,0.5591397849457412,0.6190476190476191,0.5098039215686274,0.9954517355583107,0.5755176461883263,0.6507828831672668,17084,adasyn,0
1,m2310,0.4742268041237113,0.5054945054945055,0.44660194174757284,0.5232558139530078,0.6521739130434783,0.4368932038834951,0.982971705416023,0.5015127731451261,0.5869227051734924,20860,adasyn,0
1,m544,0.5,0.46835443037974683,0.5362318840579711,0.536231884057471,0.5362318840579711,0.5362318840579711,0.9866181548073905,0.48881769023800925,0.5515679121017456,17707,adasyn,0
2,m1818,0.5222929936305732,0.4823529411764706,0.5694444444444444,0.615384615384142,0.8,0.5,0.9899984925644101,0.5823317649619714,0.7575555443763733,17025,adasyn,0
2,m741,0.54,0.5510204081632653,0.5294117647058824,0.5789473684205582,0.5238095238095238,0.6470588235294118,0.9954931776033374,0.5941301863712399,0.43462029099464417,17084,adasyn,0
2,m2310,0.4945054945054945,0.569620253164557,0.4368932038834951,0.5357142857138112,0.6923076923076923,0.4368932038834951,0.983519888716919,0.5107574955582187,0.564253568649292,20860,adasyn,0
2,m544,0.5285714285714286,0.5211267605633803,0.5362318840579711,0.55944055944006,0.5405405405405406,0.5797101449275363,0.9870750076826877,0.5104569714881163,0.487556129693985,17707,adasyn,0
3,m1818,0.5394736842105263,0.5125,0.5694444444444444,0.6178861788613031,0.7450980392156863,0.5277777777777778,0.9903089915255904,0.585149142147261,0.6770584583282471,17025,adasyn,0
3,m741,0.5773195876288659,0.6086956521739131,0.5490196078431373,0.6019417475723156,0.5961538461538461,0.6078431372549019,0.995595631547987,0.608422200223112,0.4667431712150574,17084,adasyn,0
3,m2310,0.5232558139534884,0.6521739130434783,0.4368932038834951,0.5389221556881499,0.703125,0.4368932038834951,0.9841050229399744,0.5161933416024458,0.5425582528114319,20860,adasyn,0
3,m544,0.5714285714285714,0.59375,0.5507246376811594,0.5757575757570769,0.6031746031746031,0.5507246376811594,0.9876567555886417,0.521931418109385,0.504172682762146,17707,adasyn,0
