round,client_id,f1_05,f1_optimal,auc,best_threshold,num_examples,imbalance_strategy,imbalance_sampling
1,1677,0.524822695035461,0.6153846153841203,0.9802342404409232,0.9712174534797668,11662,adasyn,0.01
1,2,0.2834008097165992,0.43410852713133347,0.9934966261091335,0.9376974105834961,17154,adasyn,0.01
1,146,0.5467625899280576,0.6105263157889936,0.9792909998503121,0.9277523756027222,8144,adasyn,0.01
1,4,0.21476510067114093,0.4615384615379616,0.9706827363683197,0.979567289352417,22748,adasyn,0.01
1,4870,0.6236559139784946,0.632911392404564,0.9947582236842105,0.8520478010177612,8038,adasyn,0.01
2,1677,0.5068493150684932,0.6379310344822681,0.9853703065794006,0.7387065291404724,11662,adasyn,0.01
2,2,0.30303030303030304,0.4462809917350744,0.9938194038573933,0.935187041759491,17154,adasyn,0.01
2,146,0.5547445255474452,0.5981308411209973,0.9743860083000875,0.8486332297325134,8144,adasyn,0.01
2,4,0.23943661971830985,0.49462365591348545,0.9749871207396762,0.9855682253837585,22748,adasyn,0.01
2,4870,0.6021505376344086,0.6575342465748433,0.9929851973684211,0.8908969163894653,8038,adasyn,0.01
3,1677,0.49333333333333335,0.6428571428566611,0.9871632793661729,0.9765690565109253,11662,adasyn,0.01
3,2,0.3181818181818182,0.442622950819211,0.9932867541575898,0.9013532400131226,17154,adasyn,0.01
3,146,0.5571428571428572,0.6185567010304432,0.975987018368228,0.9213293790817261,8144,adasyn,0.01
3,4,0.23943661971830985,0.5052631578942414,0.9757463192429706,0.976435124874115,22748,adasyn,0.01
3,4870,0.5894736842105263,0.6486486486481489,0.9899111842105264,0.8789767622947693,8038,adasyn,0.01
4,1677,0.5066666666666667,0.6428571428566611,0.9867413021012745,0.9760758876800537,11662,adasyn,0.01
4,2,0.32195121951219513,0.4838709677415233,0.9931658785399288,0.9896674156188965,17154,adasyn,0.01
4,146,0.5882352941176471,0.633663366336142,0.9753513869997114,0.8623967170715332,8144,adasyn,0.01
4,4,0.2462686567164179,0.5274725274720375,0.9750413492041973,0.9793710708618164,22748,adasyn,0.01
4,4870,0.5684210526315789,0.6506024096380578,0.9883026315789474,0.7866466641426086,8038,adasyn,0.01
5,1677,0.5314685314685315,0.6382978723399275,0.9866259042369963,0.9235192537307739,11662,adasyn,0.01
5,2,0.3315508021390374,0.49315068493102804,0.9936905584187874,0.9731752276420593,17154,adasyn,0.01
5,146,0.6015037593984962,0.6391752577314741,0.9767528131569184,0.8878641724586487,8144,adasyn,0.01
5,4,0.24427480916030533,0.5434782608690736,0.9743262113283262,0.9641271233558655,22748,adasyn,0.01
5,4870,0.574468085106383,0.6753246753241753,0.9868092105263158,0.8230562806129456,8038,adasyn,0.01
6,1677,0.5277777777777778,0.6346153846148853,0.9856338270754392,0.8623843789100647,11662,adasyn,0.01
6,2,0.34831460674157305,0.4999999999995432,0.9934979544126242,0.9728767275810242,17154,adasyn,0.01
6,146,0.5891472868217055,0.6530612244893093,0.9773992914771161,0.8542596101760864,8144,adasyn,0.01
6,4,0.2693877551020408,0.547368421052136,0.9737525758520648,0.9563746452331543,22748,adasyn,0.01
6,4870,0.5869565217391305,0.6575342465748433,0.9860625,0.8245753645896912,8038,adasyn,0.01
7,1677,0.5428571428571428,0.6346153846148853,0.9859180158456768,0.8420572280883789,11662,adasyn,0.01
7,2,0.35428571428571426,0.5121951219507223,0.9933252749588226,0.9388589262962341,17154,adasyn,0.01
7,146,0.6046511627906976,0.6530612244893093,0.977518607945609,0.8567308187484741,8144,adasyn,0.01
7,4,0.2601626016260163,0.5517241379305536,0.9740304967327349,0.9652998447418213,22748,adasyn,0.01
7,4870,0.5806451612903226,0.6578947368416053,0.984891447368421,0.7965033054351807,8038,adasyn,0.01
8,1677,0.5390070921985816,0.63265306122399,0.9848294867378573,0.8670229315757751,11662,adasyn,0.01
8,2,0.36470588235294116,0.5384615384610466,0.9929785877477286,0.937956690788269,17154,adasyn,0.01
8,146,0.5984251968503937,0.6530612244893093,0.9754012829774448,0.8507391810417175,8144,adasyn,0.01
8,4,0.270042194092827,0.5647058823524662,0.9729018668148911,0.9666896462440491,22748,adasyn,0.01
8,4870,0.5806451612903226,0.6410256410251414,0.98275,0.7716929316520691,8038,adasyn,0.01
9,1677,0.5138888888888888,0.6238532110086777,0.9839872545642439,0.7942288517951965,11662,adasyn,0.01
9,2,0.379746835443038,0.5333333333328483,0.9928962329313,0.934160053730011,17154,adasyn,0.01
9,146,0.5984251968503937,0.6666666666661841,0.9757852650669582,0.8457143902778625,8144,adasyn,0.01
9,4,0.25833333333333336,0.5517241379305536,0.9726663119221279,0.957133412361145,22748,adasyn,0.01
9,4870,0.5652173913043478,0.6410256410251414,0.9825098684210527,0.771569013595581,8038,adasyn,0.01
10,1677,0.5211267605633803,0.6101694915249353,0.9834378229417844,0.6998633742332458,11662,adasyn,0.01
10,2,0.3973509933774834,0.5384615384610466,0.9927567610647681,0.9114794731140137,17154,adasyn,0.01
10,146,0.5873015873015873,0.6595744680846289,0.9763449677737065,0.8412370681762695,8144,adasyn,0.01
10,4,0.27074235807860264,0.5376344086016575,0.9729865987907054,0.9345783591270447,22748,adasyn,0.01
10,4870,0.5777777777777777,0.6419753086414771,0.9822434210526316,0.7028760313987732,8038,adasyn,0.01
11,1677,0.5174825174825175,0.5982905982901088,0.9839028591112642,0.7254950404167175,11662,adasyn,0.01
11,2,0.4225352112676056,0.5555555555550802,0.992714255353063,0.92631596326828,17154,adasyn,0.01
11,146,0.5891472868217055,0.6593406593401913,0.974845919051369,0.9014940857887268,8144,adasyn,0.01
11,4,0.28444444444444444,0.5376344086016575,0.9730247281798216,0.9341707825660706,22748,adasyn,0.01
11,4870,0.5806451612903226,0.6419753086414771,0.9842006578947369,0.685951292514801,8038,adasyn,0.01
12,1677,0.5174825174825175,0.6019417475723159,0.9830313468825352,0.8340035676956177,11662,adasyn,0.01
12,2,0.4195804195804196,0.5753424657529457,0.9923184209128102,0.9204463958740234,17154,adasyn,0.01
12,146,0.6,0.6593406593401913,0.974947880397172,0.9098421335220337,8144,adasyn,0.01
12,4,0.2807017543859649,0.5416666666661701,0.9717944198910008,0.9285949468612671,22748,adasyn,0.01
12,4870,0.574468085106383,0.6428571428566473,0.9857993421052631,0.6371065974235535,8038,adasyn,0.01
13,1677,0.5103448275862069,0.5982905982901088,0.982590423699621,0.7521805167198181,11662,adasyn,0.01
13,2,0.4316546762589928,0.5714285714280724,0.992149726369481,0.8801342844963074,17154,adasyn,0.01
13,146,0.5954198473282443,0.6521739130430068,0.9739152505971247,0.8985857367515564,8144,adasyn,0.01
13,4,0.2909090909090909,0.547368421052136,0.9722223163688619,0.9303282499313354,22748,adasyn,0.01
13,4870,0.5869565217391305,0.6428571428566473,0.9854177631578946,0.6324743032455444,8038,adasyn,0.01
14,1677,0.5034013605442177,0.5982905982901088,0.9829211160868068,0.7424717545509338,11662,adasyn,0.01
14,2,0.43478260869565216,0.5714285714280724,0.9918734392433983,0.8565934896469116,17154,adasyn,0.01
14,146,0.59375,0.6521739130430068,0.975188682724494,0.8750751614570618,8144,adasyn,0.01
14,4,0.29906542056074764,0.5454545454540467,0.9718528849543125,0.9155293107032776,22748,adasyn,0.01
14,4870,0.5934065934065934,0.6506024096380578,0.9874243421052632,0.6468643546104431,8038,adasyn,0.01
15,1677,0.49645390070921985,0.5882352941171598,0.9828487771271099,0.7026944160461426,11662,adasyn,0.01
15,2,0.4195804195804196,0.5853658536580392,0.9917499070187556,0.8711668848991394,17154,adasyn,0.01
15,146,0.5826771653543307,0.6476190476185513,0.9759457999518395,0.704120397567749,8144,adasyn,0.01
15,4,0.3062200956937799,0.5192307692302692,0.9711462202760228,0.9057113528251648,22748,adasyn,0.01
15,4870,0.5934065934065934,0.6585365853653564,0.989095394736842,0.6425585746765137,8038,adasyn,0.01
16,1677,0.5255474452554745,0.5858585858580857,0.9825594212883224,0.8599616885185242,11662,adasyn,0.01
16,2,0.41134751773049644,0.5853658536580392,0.9915054991764519,0.8662756681442261,17154,adasyn,0.01
16,146,0.5714285714285714,0.6526315789468884,0.9759848489778917,0.8136689066886902,8144,adasyn,0.01
16,4,0.3106796116504854,0.5142857142852143,0.9703616021799842,0.883200466632843,22748,adasyn,0.01
16,4870,0.6,0.666666666666167,0.9902105263157894,0.7190758585929871,8038,adasyn,0.01
17,1677,0.5106382978723404,0.5762711864401895,0.9824061315880124,0.683459460735321,11662,adasyn,0.01
17,2,0.41134751773049644,0.5925925925920963,0.9912438233887679,0.8735759854316711,17154,adasyn,0.01
17,146,0.5669291338582677,0.6526315789468884,0.9744901390362267,0.8271554112434387,8144,adasyn,0.01
17,4,0.29493087557603687,0.5048543689315388,0.9689516621024375,0.8835795521736145,22748,adasyn,0.01
17,4870,0.5869565217391305,0.6582278481007665,0.990141447368421,0.6903247237205505,8038,adasyn,0.01
18,1677,0.5070422535211268,0.5813953488367225,0.981677574922494,0.9301466941833496,11662,adasyn,0.01
18,2,0.4148148148148148,0.5853658536580392,0.9909994155464641,0.8449265360832214,17154,adasyn,0.01
18,146,0.576,0.6458333333328509,0.9725507040756336,0.8175093531608582,8144,adasyn,0.01
18,4,0.3251231527093596,0.4999999999995006,0.9686245966757951,0.859562337398529,22748,adasyn,0.01
18,4870,0.5934065934065934,0.6493506493501494,0.9895986842105263,0.7033960223197937,8038,adasyn,0.01
19,1677,0.5106382978723404,0.577777777777284,0.9808508439545297,0.9091857671737671,11662,adasyn,0.01
19,2,0.42424242424242425,0.5897435897430979,0.9908400191275702,0.8472532629966736,17154,adasyn,0.01
19,146,0.576,0.645161290322106,0.9712035126768324,0.8480419516563416,8144,adasyn,0.01
19,4,0.3333333333333333,0.4948453608242449,0.9675671416176351,0.9018012881278992,22748,adasyn,0.01
19,4870,0.6,0.6341463414629174,0.9893157894736841,0.6406460404396057,8038,adasyn,0.01
20,1677,0.49645390070921985,0.5794392523359507,0.980452979676197,0.7839662432670593,11662,adasyn,0.01
20,2,0.4307692307692308,0.578947368420565,0.991053875989586,0.871350884437561,17154,adasyn,0.01
20,146,0.5736434108527132,0.645161290322106,0.9700927848246808,0.8309329748153687,8144,adasyn,0.01
20,4,0.3386243386243386,0.48484848484798615,0.9672688850627695,0.8986494541168213,22748,adasyn,0.01
20,4870,0.5934065934065934,0.6499999999995013,0.9888815789473684,0.6413646936416626,8038,adasyn,0.01
