1,m741,0.524822695035461,0.6534653465341536,0.9952606416840205,0.8660363554954529,17084,adasyn,0.05
round,client_id,f1_05,f1_optimal,auc,best_threshold,num_examples,imbalance_strategy,imbalance_sampling
1,m1818,0.4827586206896552,0.6779661016944394,0.9895483100336224,0.9618724584579468,17025,adasyn,0.05
1,m2310,0.5038759689922481,0.6256983240218577,0.9806031045322879,0.8873962163925171,20860,adasyn,0.05
1,m544,0.42718446601941745,0.6206896551719318,0.9881941328915994,0.9516052603721619,17707,adasyn,0.05
2,m1818,0.48,0.6833333333328532,0.9903454485276286,0.9413424730300903,17025,adasyn,0.05
2,m741,0.5211267605633803,0.6734693877546029,0.9949026284617059,0.8755447864532471,17084,adasyn,0.05
2,m2310,0.5140562248995983,0.6304347826082027,0.9796479933544469,0.8431155681610107,20860,adasyn,0.05
2,m544,0.44,0.6260869565212591,0.9886501640890633,0.9431215524673462,17707,adasyn,0.05
3,m741,0.524822695035461,0.6734693877546029,0.9957475857130852,0.8644506335258484,17084,adasyn,0.05
3,m1818,0.5052631578947369,0.6885245901634506,0.9907993177215438,0.9300654530525208,17025,adasyn,0.05
3,m2310,0.5333333333333333,0.6413043478255941,0.9803229323503453,0.833437979221344,20860,adasyn,0.05
3,m544,0.45595854922279794,0.6239999999995052,0.9887635556300544,0.8850151300430298,17707,adasyn,0.05
4,m1818,0.5136612021857924,0.6935483870962872,0.9911089974242513,0.9034008383750916,17025,adasyn,0.05
4,m741,0.5285714285714286,0.6862745098034215,0.9960250171811812,0.8428551554679871,17084,adasyn,0.05
4,m2310,0.5423728813559322,0.6413043478255941,0.9805755082739663,0.8309888243675232,20860,adasyn,0.05
4,m544,0.48128342245989303,0.6349206349201395,0.9887832758980528,0.8665770292282104,17707,adasyn,0.05
5,m741,0.5481481481481482,0.69158878504623,0.9961815760179491,0.7806172966957092,17084,adasyn,0.05
5,m1818,0.5222222222222223,0.7039999999995116,0.9917627656855228,0.8895827531814575,17025,adasyn,0.05
5,m2310,0.5614035087719298,0.6413043478255941,0.9809333241657627,0.813136637210846,20860,adasyn,0.05
5,m544,0.5,0.6399999999995054,0.9889188527405421,0.8654186129570007,17707,adasyn,0.05
6,m741,0.5606060606060606,0.6947368421047659,0.9962863322984333,0.8668946027755737,17084,adasyn,0.05
6,m1818,0.5444444444444444,0.7039999999995116,0.9918029093506885,0.8929972648620605,17025,adasyn,0.05
6,m2310,0.5688888888888889,0.6413043478255941,0.9812696243307323,0.7997190356254578,20860,adasyn,0.05
6,m544,0.5084745762711864,0.6406249999995031,0.989252453940849,0.8162165284156799,17707,adasyn,0.05
7,m741,0.5606060606060606,0.7021276595739718,0.9965326822327591,0.8755816221237183,17084,adasyn,0.05
7,m1818,0.550561797752809,0.7049180327864015,0.9920519639264109,0.9022102355957031,17025,adasyn,0.05
7,m2310,0.579185520361991,0.6489361702122706,0.9819553211900441,0.7342408299446106,20860,adasyn,0.05
7,m544,0.5139664804469274,0.6406249999995031,0.9897824361433073,0.8256022930145264,17707,adasyn,0.05
8,m1818,0.5555555555555556,0.7096774193543517,0.9919454603249507,0.875136137008667,17025,adasyn,0.05
8,m741,0.556390977443609,0.7058823529406765,0.9966431943528306,0.8219847679138184,17084,adasyn,0.05
8,m2310,0.5871559633027523,0.6489361702122706,0.981874871081039,0.7443632483482361,20860,adasyn,0.05
8,m544,0.5257142857142857,0.641221374045303,0.989931981508962,0.7871705889701843,17707,adasyn,0.05
9,m1818,0.5494505494505495,0.7049180327864015,0.9920617950280842,0.9026103615760803,17025,adasyn,0.05
9,m741,0.5777777777777777,0.6990291262130923,0.9966558571999222,0.8019788861274719,17084,adasyn,0.05
9,m2310,0.5833333333333334,0.6455026455021494,0.9819207089338442,0.7428435683250427,20860,adasyn,0.05
9,m544,0.5257142857142857,0.6456692913380864,0.9903017365339328,0.8420881032943726,17707,adasyn,0.05
10,m741,0.5693430656934306,0.6990291262130923,0.9967398924578932,0.8226286768913269,17084,adasyn,0.05
10,m1818,0.5681818181818182,0.69999999999952,0.9920110010027724,0.9031895995140076,17025,adasyn,0.05
10,m2310,0.5925925925925926,0.6461538461533477,0.9819670145198415,0.6426557898521423,20860,adasyn,0.05
10,m544,0.5380116959064327,0.641221374045303,0.990173554791943,0.7861714959144592,17707,adasyn,0.05
11,m741,0.5735294117647058,0.6990291262130923,0.996820474212112,0.8058558702468872,17084,adasyn,0.05
11,m1818,0.5617977528089888,0.7049180327864015,0.9920765416805941,0.890343964099884,17025,adasyn,0.05
11,m2310,0.6009389671361502,0.65608465608416,0.9823257658780218,0.7312699556350708,20860,adasyn,0.05
11,m544,0.5443786982248521,0.6495726495721655,0.9903222784797646,0.9053525328636169,17707,adasyn,0.05
12,m741,0.5909090909090909,0.6930693069301931,0.9969102653096699,0.8245106935501099,17084,adasyn,0.05
12,m1818,0.5813953488372093,0.7049180327864015,0.9920232898798639,0.8778500556945801,17025,adasyn,0.05
12,m2310,0.5953488372093023,0.6553672316379314,0.9826382116502049,0.8357527256011963,20860,adasyn,0.05
12,m544,0.5443786982248521,0.6495726495721655,0.990207243583107,0.896735668182373,17707,adasyn,0.05
13,m1818,0.5828571428571429,0.7107438016524106,0.9920814572314307,0.8787719011306763,17025,adasyn,0.05
13,m741,0.582089552238806,0.693877551019909,0.9968987536304958,0.8304827213287354,17084,adasyn,0.05
13,m2310,0.6009389671361502,0.65608465608416,0.9825834868667536,0.7137477397918701,20860,adasyn,0.05
13,m544,0.5542168674698795,0.6554621848734622,0.989931981508962,0.8794858455657959,17707,adasyn,0.05
14,m1818,0.5895953757225434,0.7107438016524106,0.9921207816381237,0.8694440126419067,17025,adasyn,0.05
14,m741,0.5801526717557252,0.693877551019909,0.9969367421717704,0.832304835319519,17084,adasyn,0.05
14,m2310,0.5898617511520737,0.6592178770944833,0.9826180991229535,0.801080584526062,20860,adasyn,0.05
14,m544,0.5542168674698795,0.6610169491520566,0.98949402722383,0.8791587948799133,17707,adasyn,0.05
15,m741,0.5801526717557252,0.6947368421047659,0.9970081145826498,0.8467920422554016,17084,adasyn,0.05
15,m1818,0.5964912280701754,0.69999999999952,0.9921617445617622,0.8668442368507385,17025,adasyn,0.05
15,m2310,0.5953488372093023,0.6555555555550661,0.9827322260217748,0.7956214547157288,20860,adasyn,0.05
15,m544,0.5609756097560976,0.6554621848734622,0.9894841670898307,0.8876315355300903,17707,adasyn,0.05
16,m741,0.5891472868217055,0.6874999999995018,0.997044951956007,0.8375291228294373,17084,adasyn,0.05
16,m1818,0.5895953757225434,0.69999999999952,0.992094565366995,0.8621617555618286,17025,adasyn,0.05
16,m2310,0.5953488372093023,0.6528497409321447,0.9827425161519965,0.6608944535255432,20860,adasyn,0.05
16,m544,0.5679012345679012,0.6610169491520566,0.9891571393121898,0.8840584754943848,17707,adasyn,0.05
17,m1818,0.5930232558139535,0.69999999999952,0.9921699371464899,0.854179322719574,17025,adasyn,0.05
17,m741,0.6060606060606061,0.6956521739125494,0.9971358942214824,0.873375654220581,17084,adasyn,0.05
17,m2310,0.5803571428571429,0.6559139784941294,0.983336069572506,0.7561838626861572,20860,adasyn,0.05
17,m544,0.5575757575757576,0.6610169491520566,0.9894932055459967,0.8793044090270996,17707,adasyn,0.05
18,m741,0.5846153846153846,0.6956521739125494,0.9972026619606923,0.872485876083374,17084,adasyn,0.05
18,m1818,0.5895953757225434,0.6949152542368123,0.992244489667512,0.8745810389518738,17025,adasyn,0.05
18,m2310,0.584070796460177,0.6594594594589659,0.9836559990757593,0.767939031124115,20860,adasyn,0.05
18,m544,0.5679012345679012,0.6461538461533481,0.9895104607804953,0.8126986622810364,17707,adasyn,0.05
19,m1818,0.5930232558139535,0.6949152542368123,0.9922362970827845,0.8659233450889587,17025,adasyn,0.05
19,m741,0.6046511627906976,0.6966292134826567,0.9971969061211051,0.8998522162437439,17084,adasyn,0.05
19,m2310,0.584070796460177,0.6559139784941294,0.9836503862774566,0.7592568397521973,20860,adasyn,0.05
19,m544,0.5542168674698795,0.6461538461533481,0.9894554083656664,0.8174026608467102,17707,adasyn,0.05
20,m1818,0.5930232558139535,0.6942148760325759,0.9922608748369676,0.8465826511383057,17025,adasyn,0.05
20,m741,0.6046511627906976,0.7032967032962105,0.9972325923265449,0.8943996429443359,17084,adasyn,0.05
20,m2310,0.5892857142857143,0.6594594594589659,0.9838697531444534,0.7510384917259216,20860,adasyn,0.05
20,m544,0.5609756097560976,0.6511627906971768,0.9895901635303225,0.8220593333244324,17707,adasyn,0.05
