client_id,bank_id,f1_global,f1_personalized,improvement,f1_optimal_global,f1_optimal_personalized,improvement_optimal,auc_global,auc_personalized,num_examples
0,1677,0.5849056603773585,0.5581395348837209,-0.02676612549363755,0.5981308411209973,0.6034482758615783,0.005317434740580995,0.9890199793317258,0.9843833964863934,11662
1,4,0.42276422764227645,0.5,0.07723577235772355,0.4356435643559361,0.5057471264363006,0.0701035620803645,0.9812547449906457,0.9824469238903502,22748
2,2,0.40476190476190477,0.4927536231884058,0.08799171842650105,0.4190476190471322,0.5161290322576524,0.09708141321052016,0.994454332925987,0.9938499548376813,17154
3,146,0.4842105263157895,0.5116279069767442,0.027417380660954727,0.5689655172408795,0.6041666666661842,0.03520114942530472,0.9862373877069327,0.9832262739202402,8144
4,4870,0.5671641791044776,0.59375,0.026585820895522416,0.5833333333328349,0.6363636363631477,0.053030303030312864,0.9957269736842105,0.9959276315789474,8038
