round,client_id,f1_05,precision_05,recall_05,f1_optimal,precision_optimal,recall_optimal,roc_auc,auc_pr,best_threshold,num_examples,imbalance_strategy,imbalance_sampling
1,1677,0.3125,0.1941747572815534,0.8,0.47311827956939534,0.5116279069767442,0.44,0.9792714433344816,0.4215230101495108,0.9966039657592773,11662,adasyn,0.05
1,2,0.4090909090909091,0.3068181818181818,0.6136363636363636,0.49999999999950495,0.5555555555555556,0.45454545454545453,0.9924173795228733,0.49789566842553784,0.9247397184371948,17154,adasyn,0.05
1,146,0.45652173913043476,0.33070866141732286,0.7368421052631579,0.5277777777772995,0.4367816091954023,0.6666666666666666,0.9904232263606958,0.441512824859631,0.8601189851760864,8144,adasyn,0.05
1,4,0.20771513353115728,0.12280701754385964,0.6730769230769231,0.34782608695602635,0.31746031746031744,0.38461538461538464,0.9702052716846072,0.2600024102012313,0.9870686531066895,22748,adasyn,0.05
1,4870,0.38095238095238093,0.24615384615384617,0.8421052631578947,0.5569620253159564,0.5365853658536586,0.5789473684210527,0.9940049342105264,0.5098979951024074,0.9789135456085205,8038,adasyn,0.05
2,1677,0.3333333333333333,0.21686746987951808,0.72,0.46846846846797335,0.4262295081967213,0.52,0.9760334137099552,0.4055417865259647,0.9605278968811035,11662,adasyn,0.05
2,2,0.45,0.35526315789473684,0.6136363636363636,0.4871794871789954,0.5588235294117647,0.4318181818181818,0.9923496360448435,0.48830168304396726,0.9184802770614624,17154,adasyn,0.05
2,146,0.49411764705882355,0.37168141592920356,0.7368421052631579,0.5499999999995013,0.5238095238095238,0.5789473684210527,0.9909341177848789,0.5022875292922576,0.9132769107818604,8144,adasyn,0.05
2,4,0.22837370242214533,0.13924050632911392,0.6346153846153846,0.3749999999995035,0.4090909090909091,0.34615384615384615,0.9681115445622407,0.23683886119608138,0.9835858345031738,22748,adasyn,0.05
2,4870,0.45390070921985815,0.3106796116504854,0.8421052631578947,0.5897435897430899,0.575,0.6052631578947368,0.9943503289473685,0.5225003283649144,0.9492413401603699,8038,adasyn,0.05
3,1677,0.3469387755102041,0.2328767123287671,0.68,0.48148148148098424,0.4482758620689655,0.52,0.9800327247674819,0.4020910117798043,0.9125510454177856,11662,adasyn,0.05
3,2,0.45614035087719296,0.37142857142857144,0.5909090909090909,0.4819277108428752,0.5128205128205128,0.45454545454545453,0.9918953562509962,0.4711974466385612,0.8330713510513306,17154,adasyn,0.05
3,146,0.5256410256410257,0.41414141414141414,0.7192982456140351,0.5691056910564132,0.5303030303030303,0.6140350877192983,0.9905978622827627,0.5226521645020767,0.7975461483001709,8144,adasyn,0.05
3,4,0.2570281124497992,0.16243654822335024,0.6153846153846154,0.37623762376187664,0.3877551020408163,0.36538461538461536,0.9749273846967272,0.2250131982292202,0.9525033235549927,22748,adasyn,0.05
3,4870,0.49206349206349204,0.3522727272727273,0.8157894736842105,0.5970149253726433,0.6896551724137931,0.5263157894736842,0.994297697368421,0.5249127080006273,0.9417451620101929,8038,adasyn,0.05
4,1677,0.37714285714285717,0.264,0.66,0.4791666666661676,0.5,0.46,0.9833689286944539,0.4031566286719515,0.9283913373947144,11662,adasyn,0.05
4,2,0.46846846846846846,0.3880597014925373,0.5909090909090909,0.46846846846798995,0.3880597014925373,0.5909090909090909,0.9916071143934966,0.44191643168509176,0.5092273950576782,17154,adasyn,0.05
4,146,0.5540540540540541,0.45054945054945056,0.7192982456140351,0.5693430656929448,0.4875,0.6842105263157895,0.9904156334945191,0.5454609063134108,0.5808091163635254,8144,adasyn,0.05
4,4,0.2557077625570776,0.16766467065868262,0.5384615384615384,0.37837837837788035,0.3559322033898305,0.40384615384615385,0.9790063820124183,0.2283330385435882,0.9117989540100098,22748,adasyn,0.05
4,4870,0.5299145299145299,0.3924050632911392,0.8157894736842105,0.5957446808505821,0.5,0.7368421052631579,0.9945904605263157,0.5400863028196901,0.7251012921333313,8038,adasyn,0.05
5,1677,0.39263803680981596,0.2831858407079646,0.64,0.4842105263152909,0.5111111111111111,0.46,0.9836255597657596,0.39912025227833714,0.9106781482696533,11662,adasyn,0.05
5,2,0.48148148148148145,0.40625,0.5909090909090909,0.4859813084107307,0.4126984126984127,0.5909090909090909,0.991179400669465,0.43359502812711676,0.534230649471283,17154,adasyn,0.05
5,146,0.5735294117647058,0.4936708860759494,0.6842105263157895,0.582089552238317,0.5064935064935064,0.6842105263157895,0.9900099575016433,0.5649828909766258,0.5458430051803589,8144,adasyn,0.05
5,4,0.2857142857142857,0.19205298013245034,0.5576923076923077,0.37142857142810454,0.29545454545454547,0.5,0.9793326001193027,0.22859627980245345,0.748417854309082,22748,adasyn,0.05
5,4870,0.5420560747663551,0.42028985507246375,0.7631578947368421,0.6105263157889936,0.5087719298245614,0.7631578947368421,0.9941430921052631,0.5401732879958648,0.6199516654014587,8038,adasyn,0.05
6,1677,0.3841059602649007,0.2871287128712871,0.58,0.4848484848479849,0.4897959183673469,0.48,0.9841457113331037,0.4202781264169249,0.8659907579421997,11662,adasyn,0.05
6,2,0.48598130841121495,0.4126984126984127,0.5909090909090909,0.4999999999995118,0.43333333333333335,0.5909090909090909,0.9904302375006642,0.4412596362237897,0.5392995476722717,17154,adasyn,0.05
6,146,0.5692307692307692,0.5068493150684932,0.6491228070175439,0.575757575757085,0.5066666666666667,0.6666666666666666,0.9899730778659274,0.5758683463923753,0.484732061624527,8144,adasyn,0.05
6,4,0.28865979381443296,0.19718309859154928,0.5384615384615384,0.380952380951881,0.37735849056603776,0.38461538461538464,0.980229911743174,0.22473756374753318,0.8729742765426636,22748,adasyn,0.05
6,4870,0.5918367346938775,0.48333333333333334,0.7631578947368421,0.5918367346934028,0.48333333333333334,0.7631578947368421,0.9937351973684211,0.5438356926437578,0.5066706538200378,8038,adasyn,0.05
7,1677,0.3888888888888889,0.2978723404255319,0.56,0.49504950494999506,0.49019607843137253,0.5,0.9840303134688253,0.430799731214754,0.8213937878608704,11662,adasyn,0.05
7,2,0.5,0.43333333333333335,0.5909090909090909,0.5098039215681367,0.4482758620689655,0.5909090909090909,0.9902495882259179,0.43849627328658886,0.5716003775596619,17154,adasyn,0.05
7,146,0.576,0.5294117647058824,0.631578947368421,0.5858585858580972,0.6904761904761905,0.5087719298245614,0.9896520080961647,0.598129077941705,0.7960662841796875,8144,adasyn,0.05
7,4,0.3027027027027027,0.21052631578947367,0.5384615384615384,0.3703703703698711,0.35714285714285715,0.38461538461538464,0.9803993756948022,0.2247345542907632,0.8221117258071899,22748,adasyn,0.05
7,4870,0.5681818181818182,0.5,0.6578947368421053,0.5915492957741503,0.6363636363636364,0.5526315789473685,0.9931332236842105,0.5427017116037488,0.7784424424171448,8038,adasyn,0.05
8,1677,0.41134751773049644,0.31868131868131866,0.58,0.5050505050500051,0.5102040816326531,0.5,0.9839304168101963,0.431352696237631,0.8111118674278259,11662,adasyn,0.05
8,2,0.5148514851485149,0.45614035087719296,0.5909090909090909,0.5252525252520314,0.4727272727272727,0.5909090909090909,0.9903080335795122,0.429716632662978,0.590004026889801,17154,adasyn,0.05
8,146,0.5737704918032787,0.5384615384615384,0.6140350877192983,0.6034482758615691,0.5932203389830508,0.6140350877192983,0.989877624691133,0.6064825486287936,0.573211133480072,8144,adasyn,0.05
8,4,0.30857142857142855,0.21951219512195122,0.5192307692307693,0.36363636363586516,0.3448275862068966,0.38461538461538464,0.9803773453810904,0.2239898618775566,0.7919878959655762,22748,adasyn,0.05
8,4870,0.5581395348837209,0.5,0.631578947368421,0.6027397260268981,0.6285714285714286,0.5789473684210527,0.9929786184210526,0.5479386234109674,0.7370635271072388,8038,adasyn,0.05
9,1677,0.4233576642335766,0.3333333333333333,0.58,0.49999999999949996,0.5,0.5,0.983215638994144,0.43140745631996713,0.7964447140693665,11662,adasyn,0.05
9,2,0.52,0.4642857142857143,0.5909090909090909,0.5360824742263084,0.49056603773584906,0.5909090909090909,0.9894433080070134,0.4352938545533064,0.5670050978660583,17154,adasyn,0.05
9,146,0.5833333333333334,0.5555555555555556,0.6140350877192983,0.6037735849051632,0.6530612244897959,0.5614035087719298,0.9897756633453301,0.6106002859785974,0.6502053737640381,8144,adasyn,0.05
9,4,0.32335329341317365,0.23478260869565218,0.5192307692307693,0.358490566037236,0.35185185185185186,0.36538461538461536,0.9805561298500584,0.21827859711440742,0.7943792343139648,22748,adasyn,0.05
9,4870,0.5647058823529412,0.5106382978723404,0.631578947368421,0.6176470588230364,0.7,0.5526315789473685,0.992560855263158,0.5481185463505351,0.7344852089881897,8038,adasyn,0.05
10,1677,0.42962962962962964,0.3411764705882353,0.58,0.4901960784308727,0.4807692307692308,0.5,0.9826507061660352,0.40858470045925177,0.7886181473731995,11662,adasyn,0.05
10,2,0.5252525252525253,0.4727272727272727,0.5909090909090909,0.5319148936165232,0.5,0.5681818181818182,0.9896120025503428,0.43049915780444226,0.6012027859687805,17154,adasyn,0.05
10,146,0.5811965811965812,0.5666666666666667,0.5964912280701754,0.5999999999995006,0.6226415094339622,0.5789473684210527,0.9894545935755675,0.6134544865258882,0.5851307511329651,8144,adasyn,0.05
10,4,0.3170731707317073,0.23214285714285715,0.5,0.3448275862064019,0.3125,0.38461538461538464,0.9810018200428405,0.21249971002852427,0.7329064011573792,22748,adasyn,0.05
10,4870,0.5714285714285714,0.5217391304347826,0.631578947368421,0.6153846153841296,0.7407407407407407,0.5263157894736842,0.9924358552631579,0.5490703594078091,0.7509854435920715,8038,adasyn,0.05
11,1677,0.42424242424242425,0.34146341463414637,0.56,0.4901960784308727,0.4807692307692308,0.5,0.982369962108164,0.4097861845301259,0.7685953974723816,11662,adasyn,0.05
11,2,0.52,0.4642857142857143,0.5909090909090909,0.526315789473187,0.49019607843137253,0.5681818181818182,0.9895588704107114,0.4329611976249547,0.5711685419082642,17154,adasyn,0.05
11,146,0.591304347826087,0.5862068965517241,0.5964912280701754,0.5981308411209973,0.64,0.5614035087719298,0.989144370757486,0.6171493355364981,0.6008257865905762,8144,adasyn,0.05
