client_id,bank_id,f1_global,f1_personalized,auc_global,auc_personalized,improvement,num_examples
0,m741,0.6516853932579376,0.6516853932579376,0.9941923578566635,0.9932115627910296,0.0,17084
1,m1818,0.6504065040645551,0.6779661016944394,0.9945314496942527,0.9947960701809578,0.027559597629884247,17025
2,m2310,0.5847953216369478,0.6224489795913379,0.9925008337344146,0.9907412214665213,0.03765365795439013,20860
3,m544,0.6567164179099481,0.6474820143879891,0.9931570670045407,0.9931274866025429,-0.009234403521958923,17707
