round,client_id,f1_05,precision_05,recall_05,f1_optimal,precision_optimal,recall_optimal,roc_auc,auc_pr,best_threshold,num_examples,imbalance_strategy,imbalance_sampling
1,1677,0.3842364532019704,0.2549019607843137,0.78,0.610526315788975,0.6444444444444445,0.58,0.9868532552531863,0.618006231711263,0.9798689484596252,11662,adasyn,0.02
1,2,0.296,0.1796116504854369,0.8409090909090909,0.4545454545449746,0.3787878787878788,0.5681818181818182,0.993356490090856,0.421434906733402,0.9673370718955994,17154,adasyn,0.02
1,146,0.49696969696969695,0.37962962962962965,0.7192982456140351,0.5517241379305826,0.8,0.42105263157894735,0.9866474024804809,0.6225992477808592,0.9835214614868164,8144,adasyn,0.02
1,4,0.17391304347826086,0.10126582278481013,0.6153846153846154,0.5054945054940158,0.5897435897435898,0.4423076923076923,0.9826227427401644,0.44612018376279905,0.9926813244819641,22748,adasyn,0.02
1,4870,0.4217687074829932,0.28440366972477066,0.8157894736842105,0.5999999999995012,0.5714285714285714,0.631578947368421,0.9957713815789473,0.6469572278994689,0.9456789493560791,8038,adasyn,0.02
2,1677,0.4,0.2740740740740741,0.74,0.610526315788975,0.6444444444444445,0.58,0.9875421977264898,0.6326112108515439,0.9658469557762146,11662,adasyn,0.02
2,2,0.3490566037735849,0.22023809523809523,0.8409090909090909,0.4871794871789954,0.5588235294117647,0.4318181818181818,0.9935557356144731,0.45120310608360426,0.9864563941955566,17154,adasyn,0.02
2,146,0.5222929936305732,0.41,0.7192982456140351,0.558139534883274,0.8275862068965517,0.42105263157894735,0.987159378599832,0.6270820799738651,0.9740574359893799,8144,adasyn,0.02
2,4,0.19753086419753085,0.11764705882352941,0.6153846153846154,0.5111111111106231,0.6052631578947368,0.4423076923076923,0.9830540284970581,0.45387962359987644,0.9882197380065918,22748,adasyn,0.02
2,4870,0.4460431654676259,0.3069306930693069,0.8157894736842105,0.594594594594095,0.6111111111111112,0.5789473684210527,0.9958108552631578,0.648910513533046,0.940180242061615,8038,adasyn,0.02
3,1677,0.42045454545454547,0.29365079365079366,0.74,0.615384615384155,0.8571428571428571,0.48,0.9878935583878746,0.6316734933166014,0.9883042573928833,11662,adasyn,0.02
3,2,0.3645833333333333,0.23648648648648649,0.7954545454545454,0.49999999999951245,0.59375,0.4318181818181818,0.9937323999787472,0.4785620154021894,0.9792851805686951,17154,adasyn,0.02
3,146,0.5466666666666666,0.44086021505376344,0.7192982456140351,0.5684210526310989,0.7105263157894737,0.47368421052631576,0.9877451139906153,0.6300819294232953,0.9445855021476746,8144,adasyn,0.02
3,4,0.21305841924398625,0.1297071129707113,0.5961538461538461,0.5348837209297544,0.6764705882352942,0.4423076923076923,0.9834980240503239,0.45581964546476955,0.9833147525787354,22748,adasyn,0.02
3,4870,0.45112781954887216,0.3157894736842105,0.7894736842105263,0.593406593406107,0.5094339622641509,0.7105263157894737,0.9958766447368421,0.6469994640498861,0.8538468480110168,8038,adasyn,0.02
4,1677,0.4235294117647059,0.3,0.72,0.6285714285709297,0.6,0.66,0.9880020668274199,0.631194022301513,0.887092649936676,11662,adasyn,0.02
4,2,0.3583815028901734,0.24031007751937986,0.7045454545454546,0.49999999999951245,0.59375,0.4318181818181818,0.9937204452473302,0.4941052911870317,0.965360701084137,17154,adasyn,0.02
4,146,0.5540540540540541,0.45054945054945056,0.7192982456140351,0.5842696629208877,0.8125,0.45614035087719296,0.9878275508233921,0.6333128809364144,0.942828357219696,8144,adasyn,0.02
4,4,0.2247191011235955,0.13953488372093023,0.5769230769230769,0.5411764705877603,0.696969696969697,0.4423076923076923,0.9837666244136548,0.45943732128733755,0.9761399626731873,22748,adasyn,0.02
4,4870,0.46875,0.3333333333333333,0.7894736842105263,0.584269662920859,0.5098039215686274,0.6842105263157895,0.9958519736842105,0.6402887971911284,0.8217846751213074,8038,adasyn,0.02
5,1677,0.43902439024390244,0.3157894736842105,0.72,0.6346153846148853,0.6111111111111112,0.66,0.9879090595935239,0.6301662145957047,0.8712253570556641,11662,adasyn,0.02
5,2,0.35802469135802467,0.2457627118644068,0.6590909090909091,0.5057471264362816,0.5116279069767442,0.5,0.9937084905159131,0.5039193506784712,0.925902783870697,17154,adasyn,0.02
5,146,0.5342465753424658,0.43820224719101125,0.6842105263157895,0.5806451612898481,0.75,0.47368421052631576,0.987612781180105,0.6344732146746895,0.9144572615623474,8144,adasyn,0.02
5,4,0.23809523809523808,0.15,0.5769230769230769,0.5393258426961434,0.6486486486486487,0.46153846153846156,0.9840953844798134,0.4513887330765115,0.9660125970840454,22748,adasyn,0.02
5,4870,0.464,0.3333333333333333,0.7631578947368421,0.5853658536580392,0.5454545454545454,0.631578947368421,0.9958486842105263,0.643416154516639,0.8478017449378967,8038,adasyn,0.02
6,1677,0.4675324675324675,0.34615384615384615,0.72,0.6407766990286266,0.6226415094339622,0.66,0.9879521184981054,0.6298787293930079,0.856073260307312,11662,adasyn,0.02
6,2,0.37333333333333335,0.2641509433962264,0.6363636363636364,0.5230769230764856,0.8095238095238095,0.38636363636363635,0.9937775622974337,0.5155175708109159,0.9708575010299683,17154,adasyn,0.02
6,146,0.524822695035461,0.44047619047619047,0.6491228070175439,0.586956521738659,0.7714285714285715,0.47368421052631576,0.9872917114103424,0.6344525646673557,0.9045234322547913,8144,adasyn,0.02
6,4,0.24892703862660945,0.16022099447513813,0.5576923076923077,0.5333333333328454,0.631578947368421,0.46153846153846156,0.9844088927903256,0.443651500455142,0.9589369893074036,22748,adasyn,0.02
6,4870,0.49586776859504134,0.3614457831325301,0.7894736842105263,0.5846153846148989,0.7037037037037037,0.5,0.995796052631579,0.6369045562048283,0.9255185127258301,8038,adasyn,0.02
7,1677,0.48,0.36,0.72,0.6285714285709297,0.6,0.66,0.9880675163623838,0.6271540728200311,0.8320494890213013,11662,adasyn,0.02
7,2,0.36879432624113473,0.26804123711340205,0.5909090909090909,0.5230769230764856,0.8095238095238095,0.38636363636363635,0.9938227246161202,0.5247959625094256,0.9615582227706909,17154,adasyn,0.02
7,146,0.5362318840579711,0.4567901234567901,0.6491228070175439,0.586956521738659,0.7714285714285715,0.47368421052631576,0.987018368227977,0.6380009827633039,0.8946452140808105,8144,adasyn,0.02
7,4,0.2523364485981308,0.16666666666666666,0.5192307692307693,0.5333333333328454,0.631578947368421,0.46153846153846156,0.984705454705675,0.43038726337354877,0.9499912261962891,22748,adasyn,0.02
7,4870,0.5042016806722689,0.37037037037037035,0.7894736842105263,0.5846153846148989,0.7037037037037037,0.5,0.9957828947368421,0.6366318966228961,0.9172880053520203,8038,adasyn,0.02
